Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc
301,70.936591,0.000000,0.000000,0,0,0,0,0,0,75.355339,106.229151
302,71.512237,0.000000,0.000000,0,0,0,0,0,0,75.941125,106.193190
303,72.111026,0.000000,0.000000,0,0,0,0,0,0,76.526912,106.123733
304,71.784399,0.000000,0.000000,0,0,0,0,0,0,76.112698,106.029582
305,71.470274,0.000000,0.000000,0,0,0,0,0,0,75.698485,105.916042
306,71.168813,0.000000,0.000000,0,0,0,0,0,0,75.284271,105.782670
307,70.880181,0.000000,0.000000,0,0,0,0,0,0,74.870058,105.629045
308,69.641941,0.000000,0.000000,0,0,0,0,0,0,73.455844,105.476445
309,69.375788,0.000000,0.000000,0,0,0,0,0,0,73.041631,105.284037
310,69.123079,0.000000,0.000000,0,0,0,0,0,0,72.627417,105.069708
311,68.883960,0.000000,0.000000,0,0,0,0,0,0,72.213203,104.833118
312,68.658576,0.000000,0.000000,0,0,0,0,0,0,71.798990,104.573958
313,68.447060,0.000000,0.000000,0,0,0,0,0,0,71.384776,104.291954
314,69.231496,0.000000,0.000000,0,0,0,0,0,0,71.970563,103.956389
315,70.035705,0.000000,0.000000,0,0,0,0,0,0,72.556349,103.599084
316,69.871310,0.000000,0.000000,0,0,0,0,0,0,72.142136,103.250011
317,69.720872,0.000000,0.000000,0,0,0,0,0,0,71.727922,102.878693
318,69.584481,0.000000,0.000000,0,0,0,0,0,0,71.313708,102.485076
319,69.462220,0.000000,0.000000,0,0,0,0,0,0,70.899495,102.069146
320,69.354164,0.000000,0.000000,0,0,0,0,0,0,70.485281,101.630930
321,69.260378,0.000000,0.000000,0,0,0,0,0,0,70.071068,101.170495
322,69.180922,0.000000,0.000000,0,0,0,0,0,0,69.656854,100.687953
323,69.115845,0.000000,0.000000,0,0,0,0,0,0,69.242641,100.183454
324,69.065187,0.000000,0.000000,0,0,0,0,0,0,68.828427,99.657194
325,70.028566,0.000000,0.000000,0,0,0,0,0,0,69.414214,99.122712
326,70.007142,0.000000,0.000000,0,0,0,0,0,0,69.000000,98.561372
