Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc,DiegoPath_Pink
295,348.759229,0.000000,0.000000,0,0,0,0,0,0,356.112698,102.108466,0
296,348.694709,0.000000,0.000000,0,0,0,0,0,0,355.698485,102.008570,1
297,349.631234,0.000000,0.000000,0,0,0,0,0,0,356.284271,101.902873,1
298,349.572596,0.000000,0.000000,0,0,0,0,0,0,355.870058,101.801475,1
299,349.516809,0.000000,0.000000,0,0,0,0,0,0,355.455844,101.699213,1
300,349.463875,0.000000,0.000000,0,0,0,0,0,0,355.041631,101.596089,0
301,349.413795,0.000000,0.000000,0,0,0,0,0,0,354.627417,101.492105,1
302,349.366570,0.000000,0.000000,0,0,0,0,0,0,354.213203,101.387263,1
303,349.322201,0.000000,0.000000,0,0,0,0,0,0,353.798990,101.281564,1
304,349.280689,0.000000,0.000000,0,0,0,0,0,0,353.384776,101.175011,1
305,349.242036,0.000000,0.000000,0,0,0,0,0,0,352.970563,101.067605,1
306,349.206243,0.000000,0.000000,0,0,0,0,0,0,352.556349,100.959349,1
307,349.173309,0.000000,0.000000,0,0,0,0,0,0,352.142136,100.850244,1
308,349.143237,0.000000,0.000000,0,0,0,0,0,0,351.727922,100.740294,1
309,349.116027,0.000000,0.000000,0,0,0,0,0,0,351.313708,100.629499,1
310,349.091679,0.000000,0.000000,0,0,0,0,0,0,350.899495,100.517863,2
311,349.070194,0.000000,0.000000,0,0,0,0,0,0,350.485281,100.405388,1
312,349.051572,0.000000,0.000000,0,0,0,0,0,0,350.071068,100.292076,1
313,349.035815,0.000000,0.000000,0,0,0,0,0,0,349.656854,100.177930,1
314,349.022922,0.000000,0.000000,0,0,0,0,0,0,349.242641,100.062953,2
315,348.012931,0.000000,0.000000,0,0,0,0,0,0,347.828427,99.946984,1
316,348.005747,0.000000,0.000000,0,0,0,0,0,0,347.414214,99.830022,1
317,348.001437,0.000000,0.000000,0,0,0,0,0,0,347.000000,99.712232,2
318,348.000000,0.000000,0.000000,0,0,0,0,0,0,347.000000,99.712644,2
319,347.001441,0.000000,0.000000,0,0,0,0,0,0,346.000000,99.711402,2
320,347.005764,0.000000,0.000000,0,0,0,0,0,0,346.414214,99.829527,1
321,347.012968,0.000000,0.000000,0,0,0,0,0,0,346.828427,99.946820,1
